Country ,Country Code,Medal1,Year of Year -,INDEX(),Distinct count of Event
Denmark,DNK,Silver,1948,586,8
Finland,FIN,Bronze,1948,591,8
Finland,FIN,Gold,1984,"1,412",8
Finland,FIN,Silver,1912,207,8
Finland,FIN,Silver,1936,522,8
France,FRA,Gold,1928,391,8
France,FRA,Silver,1984,"1,416",8
UK,GBR,Bronze,1928,393,8
UK,GBR,Bronze,1952,680,8
UK,GBR,Gold,1906,121,8
UK,GBR,Silver,1936,528,8
UK,GBR,Silver,1996,"1,826",8
Greece,GRC,Gold,1906,124,8
Hungary,HUN,Bronze,1956,774,8
Hungary,HUN,Gold,2000,"2,057",8
Hungary,HUN,Gold,2004,"2,283",8
Hungary,HUN,Gold,2012,"2,754",8
Hungary,HUN,Gold,2016,"3,004",8
Hungary,HUN,Silver,1960,862,8
Italy,ITA,Bronze,1994,"1,739",8
Italy,ITA,Bronze,2016,"3,015",8
Italy,ITA,Gold,1924,327,8
Italy,ITA,Gold,1980,"1,337",8
Italy,ITA,Gold,1988,"1,533",8
Italy,ITA,Gold,2008,"2,519",8
Italy,ITA,Gold,2012,"2,767",8
Italy,ITA,Gold,2016,"3,016",8
Italy,ITA,Silver,2000,"2,070",8
Japan,JPN,Bronze,1964,957,8
Japan,JPN,Bronze,1988,"1,536",8
Japan,JPN,Silver,1984,"1,431",8
Japan,JPN,Silver,2000,"2,075",8
Japan,JPN,Silver,2016,"3,024",8
South Korea,KOR,Bronze,2008,"2,535",8
South Korea,KOR,Gold,2000,"2,083",8
South Korea,KOR,Silver,2012,"2,783",8
Netherlands,NLD,Bronze,2012,"2,800",8
Netherlands,NLD,Gold,1928,409,8
Netherlands,NLD,Gold,2014,"2,903",8
Netherlands,NLD,Gold,2016,"3,046",8
Netherlands,NLD,Silver,1952,704,8
Norway,NOR,Gold,1936,546,8
Norway,NOR,Gold,1994,"1,753",8
Norway,NOR,Gold,1998,"1,974",8
Norway,NOR,Silver,1936,547,8
Norway,NOR,Silver,2006,"2,415",8
Norway,NOR,Silver,2010,"2,658",8
New Zealand,NZL,Bronze,1988,"1,556",8
New Zealand,NZL,Gold,1984,"1,451",8
Poland,POL,Gold,1972,"1,172",8
Romania,ROU,Bronze,1992,"1,702",8
Romania,ROU,Bronze,1996,"1,896",8
Romania,ROU,Gold,2004,"2,337",8
Russia,RUS,Bronze,2006,"2,418",8
Russia,RUS,Gold,2006,"2,419",8
Russia,RUS,Silver,1994,"1,757",8
Sweden,SWE,Bronze,1972,"1,186",8
Sweden,SWE,Bronze,1984,"1,468",8
Sweden,SWE,Gold,1908,181,8
Sweden,SWE,Gold,1936,556,8
Sweden,SWE,Silver,1928,425,8
Ukraine,UKR,Gold,2004,"2,360",8
Australia,AUS,Gold,1996,"1,772",9
Australia,AUS,Silver,1992,"1,590",9
Australia,AUS,Silver,1996,"1,773",9
Austria,AUT,Bronze,1998,"1,935",9
Austria,AUT,Gold,2006,"2,378",9
Austria,AUT,Silver,1992,"1,593",9
Bulgaria,BGR,Bronze,2004,"2,221",9
Bulgaria,BGR,Silver,1976,"1,205",9
Belarus,BLR,Bronze,2008,"2,448",9
Brazil,BRA,Bronze,1996,"1,788",9
Brazil,BRA,Bronze,2008,"2,451",9
Brazil,BRA,Bronze,2012,"2,697",9
Canada,CAN,Bronze,1992,"1,602",9
Canada,CAN,Gold,1992,"1,603",9
Canada,CAN,Silver,2008,"2,456",9
China,CHN,Bronze,1984,"1,393",9
Cuba,CUB,Gold,1996,"1,799",9
Cuba,CUB,Gold,2004,"2,243",9
Germany,DEU,Bronze,1932,447,9
Germany,DEU,Gold,1994,"1,732",9
Germany,DEU,Silver,1928,376,9
Germany,DEU,Silver,1952,668,9
Germany,DEU,Silver,1998,"1,951",9
Denmark,DNK,Bronze,1948,584,9
Denmark,DNK,Silver,1920,250,9
Finland,FIN,Bronze,1912,205,9
Finland,FIN,Bronze,1920,254,9
Finland,FIN,Bronze,1936,520,9
Finland,FIN,Gold,1912,206,9
Finland,FIN,Gold,1936,521,9
Finland,FIN,Gold,1948,592,9
Finland,FIN,Gold,1952,675,9
Finland,FIN,Silver,1928,389,9
Finland,FIN,Silver,1932,455,9
France,FRA,Bronze,1908,161,9
France,FRA,Bronze,1972,"1,131",9
France,FRA,Gold,1920,258,9
France,FRA,Silver,2004,"2,270",9
UK,GBR,Bronze,1948,597,9
UK,GBR,Bronze,1972,"1,134",9
UK,GBR,Bronze,1980,"1,324",9
UK,GBR,Bronze,1988,"1,523",9
UK,GBR,Gold,2004,"2,272",9
UK,GBR,Silver,2004,"2,273",9
Hungary,HUN,Gold,1956,775,9
Italy,ITA,Bronze,1956,785,9
Italy,ITA,Bronze,1968,"1,049",9
Italy,ITA,Gold,1936,534,9
Italy,ITA,Gold,1952,692,9
Italy,ITA,Gold,1956,786,9
Italy,ITA,Silver,1952,693,9
Italy,ITA,Silver,1976,"1,239",9
Italy,ITA,Silver,2008,"2,520",9
Italy,ITA,Silver,2012,"2,768",9
Japan,JPN,Bronze,1972,"1,149",9
Japan,JPN,Bronze,2008,"2,524",9
Japan,JPN,Gold,1976,"1,243",9
Japan,JPN,Gold,2008,"2,525",9
Japan,JPN,Silver,1972,"1,151",9
Japan,JPN,Silver,2004,"2,302",9
South Korea,KOR,Bronze,2004,"2,309",9
South Korea,KOR,Bronze,2016,"3,031",9
South Korea,KOR,Gold,2004,"2,310",9
South Korea,KOR,Gold,2016,"3,032",9
Netherlands,NLD,Bronze,1948,616,9
Netherlands,NLD,Bronze,1992,"1,683",9
Netherlands,NLD,Bronze,2004,"2,321",9
Netherlands,NLD,Bronze,2014,"2,902",9
Netherlands,NLD,Silver,2000,"2,104",9
Netherlands,NLD,Silver,2004,"2,323",9
Norway,NOR,Bronze,1920,272,9
Norway,NOR,Bronze,1924,336,9
Norway,NOR,Bronze,2006,"2,413",9
Norway,NOR,Gold,1924,337,9
Norway,NOR,Gold,1992,"1,687",9
Norway,NOR,Gold,2010,"2,657",9
Norway,NOR,Silver,1924,338,9
Norway,NOR,Silver,1992,"1,688",9
Norway,NOR,Silver,1998,"1,975",9
New Zealand,NZL,Silver,2016,"3,051",9
Poland,POL,Bronze,1972,"1,171",9
Poland,POL,Bronze,1988,"1,562",9
Romania,ROU,Bronze,2000,"2,117",9
Romania,ROU,Silver,1976,"1,271",9
Russia,RUS,Bronze,1984,"1,462",9
Russia,RUS,Bronze,2014,"2,911",9
Russia,RUS,Gold,1998,"1,977",9
Sweden,SWE,Bronze,1932,486,9
Sweden,SWE,Bronze,1988,"1,577",9
Sweden,SWE,Gold,1928,424,9
Sweden,SWE,Silver,1956,812,9
Ukraine,UKR,Bronze,2004,"2,359",9
Ukraine,UKR,Bronze,2012,"2,850",9
Ukraine,UKR,Gold,1996,"1,923",9
USA,USA,Gold,2006,"2,427",9
USA,USA,Gold,2010,"2,674",9
USA,USA,Gold,2014,"2,924",9
USA,USA,Silver,2006,"2,428",9
Australia,AUS,Bronze,1964,911,10
Australia,AUS,Bronze,2016,"2,931",10
Austria,AUT,Bronze,2002,"2,155",10
Azerbaijan,AZE,Bronze,2016,"2,935",10
Bulgaria,BGR,Gold,1988,"1,489",10
Bulgaria,BGR,Silver,1972,"1,109",10
Canada,CAN,Bronze,1908,149,10
Canada,CAN,Gold,2014,"2,870",10
Canada,CAN,Silver,2006,"2,384",10
Canada,CAN,Silver,2014,"2,871",10
Czech Republic,CZE,Bronze,1980,"1,304",10
Germany,DEU,Gold,2010,"2,632",10
Germany,DEU,Silver,2008,"2,471",10
Germany,DEU,Silver,2016,"2,971",10
Spain,ESP,Silver,2008,"2,483",10
Spain,ESP,Silver,2012,"2,729",10
Finland,FIN,Bronze,1928,387,10
Finland,FIN,Gold,1928,388,10
Finland,FIN,Silver,1920,256,10
France,FRA,Gold,2016,"2,988",10
France,FRA,Silver,1906,119,10
France,FRA,Silver,1992,"1,635",10
UK,GBR,Gold,1912,212,10
UK,GBR,Silver,1988,"1,525",10
UK,GBR,Silver,2000,"2,049",10
Greece,GRC,Gold,1896,19,10
Hungary,HUN,Bronze,1996,"1,832",10
Hungary,HUN,Gold,1936,530,10
Hungary,HUN,Gold,1948,601,10
Hungary,HUN,Gold,1964,949,10
Hungary,HUN,Gold,1968,"1,043",10
Hungary,HUN,Silver,1952,685,10
Hungary,HUN,Silver,1956,776,10
Hungary,HUN,Silver,1968,"1,044",10
Italy,ITA,Bronze,1948,606,10
Italy,ITA,Bronze,1964,954,10
Italy,ITA,Bronze,2008,"2,518",10
Italy,ITA,Gold,1948,607,10
Italy,ITA,Gold,1964,955,10
Italy,ITA,Gold,1992,"1,656",10
Italy,ITA,Gold,2004,"2,295",10
Italy,ITA,Silver,1956,787,10
Italy,ITA,Silver,1960,869,10
Italy,ITA,Silver,1996,"1,847",10
Japan,JPN,Bronze,1936,536,10
Japan,JPN,Bronze,1976,"1,242",10
Japan,JPN,Gold,1984,"1,430",10
Japan,JPN,Silver,1992,"1,662",10
Kazakhstan,KAZ,Bronze,2016,"3,025",10
South Korea,KOR,Bronze,2000,"2,082",10
South Korea,KOR,Silver,1988,"1,544",10
South Korea,KOR,Silver,2000,"2,084",10
South Korea,KOR,Silver,2008,"2,537",10
Netherlands,NLD,Bronze,1996,"1,877",10
Netherlands,NLD,Silver,1928,410,10
Norway,NOR,Bronze,2014,"2,905",10
Norway,NOR,Gold,1920,273,10
Norway,NOR,Gold,1952,706,10
Norway,NOR,Silver,1920,274,10
Norway,NOR,Silver,1994,"1,754",10
Poland,POL,Bronze,1964,975,10
Poland,POL,Bronze,1992,"1,695",10
Russia,RUS,Silver,1984,"1,464",10
Sweden,SWE,Bronze,1956,810,10
Sweden,SWE,Gold,1956,811,10
Ukraine,UKR,Bronze,2000,"2,141",10
Ukraine,UKR,Silver,2000,"2,143",10
USA,USA,Gold,2002,"2,206",10
Australia,AUS,Bronze,1992,"1,588",11
Australia,AUS,Silver,2016,"2,933",11
Belarus,BLR,Bronze,2000,"2,002",11
Canada,CAN,Silver,1996,"1,793",11
China,CHN,Silver,1988,"1,500",11
Cuba,CUB,Bronze,1992,"1,609",11
Cuba,CUB,Bronze,2004,"2,242",11
Cuba,CUB,Bronze,2008,"2,464",11
Cuba,CUB,Gold,2000,"2,019",11
Cuba,CUB,Silver,2000,"2,020",11
Cuba,CUB,Silver,2008,"2,466",11
Germany,DEU,Gold,1928,375,11
Germany,DEU,Gold,2006,"2,392",11
Germany,DEU,Gold,2012,"2,718",11
Spain,ESP,Silver,2004,"2,261",11
Finland,FIN,Silver,1948,593,11
France,FRA,Bronze,2000,"2,044",11
France,FRA,Gold,1968,"1,036",11
France,FRA,Gold,1992,"1,634",11
France,FRA,Gold,2004,"2,269",11
France,FRA,Gold,2012,"2,738",11
France,FRA,Silver,2012,"2,739",11
UK,GBR,Bronze,1956,770,11
UK,GBR,Gold,1924,316,11
UK,GBR,Gold,2000,"2,048",11
UK,GBR,Silver,1900,53,11
UK,GBR,Silver,1928,395,11
UK,GBR,Silver,1984,"1,419",11
Hungary,HUN,Gold,1988,"1,528",11
Hungary,HUN,Gold,1992,"1,644",11
Hungary,HUN,Silver,1980,"1,332",11
Italy,ITA,Bronze,1972,"1,145",11
Italy,ITA,Bronze,2004,"2,294",11
Italy,ITA,Bronze,2012,"2,766",11
Italy,ITA,Silver,1964,956,11
Italy,ITA,Silver,1992,"1,657",11
Italy,ITA,Silver,2004,"2,296",11
Japan,JPN,Gold,1968,"1,054",11
Japan,JPN,Silver,1956,790,11
South Korea,KOR,Bronze,1988,"1,542",11
Norway,NOR,Gold,2014,"2,906",11
Poland,POL,Bronze,1968,"1,075",11
Romania,ROU,Gold,2000,"2,118",11
Romania,ROU,Silver,1988,"1,568",11
Russia,RUS,Gold,1994,"1,756",11
Russia,RUS,Silver,2014,"2,913",11
Sweden,SWE,Bronze,1908,180,11
Sweden,SWE,Gold,1932,487,11
USA,USA,Bronze,2002,"2,205",11
USA,USA,Gold,1896,25,11
Australia,AUS,Bronze,1984,"1,378",12
Australia,AUS,Bronze,2012,"2,682",12
Belgium,BEL,Silver,1920,240,12
Bulgaria,BGR,Silver,1988,"1,490",12
Canada,CAN,Bronze,2012,"2,701",12
Canada,CAN,Gold,1984,"1,391",12
China,CHN,Bronze,1988,"1,498",12
China,CHN,Bronze,1996,"1,794",12
Germany,DEU,Bronze,1960,841,12
Germany,DEU,Gold,1998,"1,950",12
Germany,DEU,Gold,2002,"2,170",12
Germany,DEU,Silver,1932,449,12
Germany,DEU,Silver,2006,"2,393",12
Finland,FIN,Bronze,1956,764,12
Finland,FIN,Bronze,1984,"1,411",12
France,FRA,Gold,1932,457,12
France,FRA,Silver,1928,392,12
France,FRA,Silver,1964,943,12
UK,GBR,Bronze,1900,51,12
UK,GBR,Bronze,1960,855,12
UK,GBR,Bronze,1992,"1,636",12
UK,GBR,Bronze,2004,"2,271",12
UK,GBR,Silver,1906,122,12
UK,GBR,Silver,1964,946,12
Hungary,HUN,Bronze,1948,600,12
Hungary,HUN,Bronze,1968,"1,042",12
Hungary,HUN,Silver,1992,"1,645",12
Italy,ITA,Bronze,1932,467,12
Italy,ITA,Bronze,1984,"1,424",12
Italy,ITA,Bronze,1992,"1,655",12
Italy,ITA,Bronze,1996,"1,845",12
Italy,ITA,Gold,1932,468,12
Italy,ITA,Silver,1932,469,12
Italy,ITA,Silver,1948,608,12
Italy,ITA,Silver,2016,"3,017",12
Japan,JPN,Bronze,2004,"2,300",12
Japan,JPN,Gold,2016,"3,023",12
South Korea,KOR,Bronze,1992,"1,666",12
South Korea,KOR,Gold,1988,"1,543",12
South Korea,KOR,Silver,2004,"2,311",12
Netherlands,NLD,Gold,2000,"2,103",12
Norway,NOR,Gold,2002,"2,195",12
Poland,POL,Bronze,1960,883,12
Sweden,SWE,Bronze,1924,346,12
Sweden,SWE,Gold,1952,723,12
Ukraine,UKR,Bronze,1996,"1,922",12
USA,USA,Bronze,1908,183,12
USA,USA,Bronze,2014,"2,923",12
USA,USA,Gold,1906,140,12
USA,USA,Silver,1908,185,12
Australia,AUS,Gold,1956,739,13
Bulgaria,BGR,Bronze,1988,"1,488",13
Germany,DEU,Gold,1964,932,13
Germany,DEU,Gold,2000,"2,025",13
Germany,DEU,Gold,2004,"2,249",13
Germany,DEU,Silver,1912,201,13
Germany,DEU,Silver,1956,760,13
Germany,DEU,Silver,2010,"2,633",13
Spain,ESP,Gold,1992,"1,624",13
Finland,FIN,Bronze,1924,309,13
Finland,FIN,Bronze,1932,453,13
France,FRA,Bronze,1920,257,13
France,FRA,Bronze,2004,"2,268",13
France,FRA,Bronze,2012,"2,737",13
France,FRA,Gold,1948,595,13
France,FRA,Gold,2000,"2,045",13
UK,GBR,Bronze,1920,260,13
UK,GBR,Silver,2008,"2,497",13
Greece,GRC,Bronze,1906,123,13
Hungary,HUN,Bronze,1976,"1,232",13
Hungary,HUN,Silver,1972,"1,141",13
Italy,ITA,Bronze,2000,"2,068",13
Italy,ITA,Gold,1960,868,13
Italy,ITA,Gold,1996,"1,846",13
Italy,ITA,Gold,2000,"2,069",13
Italy,ITA,Silver,1936,535,13
South Korea,KOR,Gold,2008,"2,536",13
South Korea,KOR,Gold,2012,"2,782",13
Poland,POL,Bronze,1976,"1,262",13
Romania,ROU,Bronze,1980,"1,359",13
Russia,RUS,Gold,2014,"2,912",13
Sweden,SWE,Bronze,1928,423,13
Sweden,SWE,Bronze,1936,555,13
Sweden,SWE,Silver,1952,724,13
Sweden,SWE,Silver,1984,"1,470",13
USA,USA,Bronze,2010,"2,673",13
USA,USA,Silver,2002,"2,207",13
Australia,AUS,Bronze,1956,738,14
Australia,AUS,Gold,2008,"2,434",14
Belgium,BEL,Bronze,1920,238,14
Canada,CAN,Bronze,1932,441,14
Canada,CAN,Gold,2010,"2,624",14
China,CHN,Bronze,2000,"2,012",14
China,CHN,Bronze,2004,"2,237",14
Cuba,CUB,Gold,1992,"1,610",14
Germany,DEU,Bronze,2012,"2,717",14
France,FRA,Bronze,2016,"2,987",14
France,FRA,Gold,1924,313,14
France,FRA,Silver,1924,314,14
France,FRA,Silver,2000,"2,046",14
UK,GBR,Bronze,1924,315,14
UK,GBR,Gold,1920,261,14
Greece,GRC,Silver,1906,125,14
Italy,ITA,Bronze,1960,867,14
Italy,ITA,Gold,1920,265,14
Japan,JPN,Bronze,1984,"1,429",14
Japan,JPN,Gold,1972,"1,150",14
Japan,JPN,Silver,2012,"2,774",14
South Korea,KOR,Gold,1992,"1,667",14
Poland,POL,Silver,1980,"1,356",14
Romania,ROU,Bronze,1976,"1,269",14
Sweden,SWE,Bronze,1952,722,14
Sweden,SWE,Silver,1924,348,14
Sweden,SWE,Silver,1948,632,14
Australia,AUS,Silver,2008,"2,435",15
Canada,CAN,Bronze,2016,"2,954",15
China,CHN,Bronze,1992,"1,605",15
China,CHN,Gold,1984,"1,394",15
Germany,DEU,Bronze,2008,"2,469",15
Germany,DEU,Bronze,2016,"2,969",15
Finland,FIN,Bronze,1952,674,15
Finland,FIN,Gold,1920,255,15
France,FRA,Bronze,1924,312,15
France,FRA,Bronze,1996,"1,821",15
France,FRA,Gold,1906,118,15
France,FRA,Gold,1996,"1,822",15
UK,GBR,Silver,1912,213,15
UK,GBR,Silver,1924,317,15
Hungary,HUN,Bronze,1980,"1,330",15
Japan,JPN,Bronze,1992,"1,660",15
South Korea,KOR,Silver,1996,"1,862",15
Poland,POL,Bronze,1980,"1,354",15
Ukraine,UKR,Bronze,2008,"2,601",15
USA,USA,Bronze,1936,560,15
USA,USA,Silver,2010,"2,675",15
Australia,AUS,Gold,2000,"1,989",16
Australia,AUS,Silver,2004,"2,213",16
Australia,AUS,Silver,2012,"2,684",16
Belgium,BEL,Gold,1920,239,16
Bulgaria,BGR,Silver,1980,"1,296",16
China,CHN,Gold,1992,"1,606",16
China,CHN,Silver,2000,"2,014",16
Germany,DEU,Gold,1960,842,16
Germany,DEU,Gold,2008,"2,470",16
Germany,DEU,Silver,2002,"2,171",16
Germany,DEU,Silver,2004,"2,250",16
France,FRA,Bronze,1906,117,16
France,FRA,Silver,2008,"2,494",16
UK,GBR,Bronze,1912,211,16
UK,GBR,Bronze,2008,"2,495",16
UK,GBR,Silver,1920,262,16
UK,GBR,Silver,1948,599,16
Hungary,HUN,Bronze,1972,"1,139",16
Hungary,HUN,Gold,1952,684,16
Italy,ITA,Gold,1984,"1,425",16
Japan,JPN,Gold,1964,958,16
Japan,JPN,Gold,2004,"2,301",16
Romania,ROU,Silver,1984,"1,461",16
Russia,RUS,Bronze,1996,"1,899",16
USA,USA,Silver,1900,73,16
Australia,AUS,Bronze,2000,"1,988",17
Australia,AUS,Bronze,2004,"2,211",17
Australia,AUS,Bronze,2008,"2,433",17
Australia,AUS,Gold,2004,"2,212",17
Canada,CAN,Bronze,1984,"1,390",17
China,CHN,Gold,1996,"1,795",17
Germany,DEU,Gold,1968,"1,025",17
Germany,DEU,Gold,2016,"2,970",17
Germany,DEU,Silver,2000,"2,026",17
Finland,FIN,Silver,1924,311,17
France,FRA,Bronze,1948,594,17
France,FRA,Bronze,1992,"1,633",17
UK,GBR,Bronze,2016,"2,990",17
UK,GBR,Silver,2012,"2,743",17
Greece,GRC,Bronze,1896,18,17
Greece,GRC,Silver,1896,20,17
Hungary,HUN,Bronze,1952,683,17
Japan,JPN,Bronze,2012,"2,772",17
Romania,ROU,Bronze,1984,"1,459",17
Russia,RUS,Silver,2016,"3,067",17
Sweden,SWE,Bronze,1912,228,17
USA,USA,Bronze,1900,71,17
Bulgaria,BGR,Bronze,1980,"1,294",18
China,CHN,Silver,2004,"2,239",18
China,CHN,Silver,2016,"2,959",18
Germany,DEU,Silver,1996,"1,806",18
Finland,FIN,Gold,1924,310,18
France,FRA,Bronze,1984,"1,414",18
France,FRA,Bronze,2008,"2,492",18
France,FRA,Silver,2016,"2,989",18
USA,USA,Bronze,1928,427,18
USA,USA,Bronze,1952,729,18
USA,USA,Silver,1912,233,18
Canada,CAN,Silver,1984,"1,392",19
Germany,DEU,Bronze,1952,666,19
Germany,DEU,Silver,2012,"2,719",19
UK,GBR,Bronze,2012,"2,741",19
UK,GBR,Gold,1900,52,19
UK,GBR,Gold,2008,"2,496",19
Romania,ROU,Gold,1984,"1,460",19
Russia,RUS,Bronze,1952,717,19
Russia,RUS,Gold,2016,"3,066",19
Sweden,SWE,Gold,1920,277,19
USA,USA,Bronze,1912,231,19
USA,USA,Bronze,1956,817,19
USA,USA,Bronze,1960,904,19
Germany,DEU,Bronze,1928,374,20
Germany,DEU,Bronze,2004,"2,248",20
Germany,DEU,Gold,1996,"1,805",20
France,FRA,Silver,1920,259,20
Russia,RUS,Bronze,2016,"3,065",20
Sweden,SWE,Silver,1920,278,20
USA,USA,Silver,1928,429,20
China,CHN,Silver,2008,"2,460",21
Germany,DEU,Bronze,1964,931,21
UK,GBR,Bronze,1984,"1,417",21
Japan,JPN,Bronze,2016,"3,022",21
Russia,RUS,Silver,1996,"1,901",21
Russia,RUS,Silver,2008,"2,577",21
Sweden,SWE,Bronze,1948,630,21
Sweden,SWE,Gold,1948,631,21
USA,USA,Bronze,1948,639,21
USA,USA,Gold,1900,72,21
USA,USA,Silver,1936,562,21
China,CHN,Silver,1996,"1,796",22
Germany,DEU,Bronze,1968,"1,024",22
Germany,DEU,Silver,1960,843,22
Russia,RUS,Gold,1952,718,22
USA,USA,Gold,1908,184,22
Australia,AUS,Bronze,1996,"1,771",23
UK,GBR,Silver,2016,"2,992",23
Russia,RUS,Gold,2008,"2,576",23
China,CHN,Bronze,2012,"2,704",24
Germany,DEU,Silver,1968,"1,026",24
Russia,RUS,Gold,2012,"2,822",24
Sweden,SWE,Gold,1912,229,24
Sweden,SWE,Silver,1912,230,24
USA,USA,Gold,1928,428,24
USA,USA,Silver,2000,"2,147",24
Australia,AUS,Silver,2000,"1,990",25
China,CHN,Silver,1992,"1,607",25
Germany,DEU,Silver,1964,933,25
Russia,RUS,Bronze,1972,"1,180",25
Sweden,SWE,Bronze,1920,276,25
USA,USA,Bronze,1996,"1,925",25
USA,USA,Gold,1936,561,25
USA,USA,Silver,1952,731,25
USA,USA,Silver,1960,906,25
China,CHN,Bronze,2016,"2,957",26
China,CHN,Gold,2016,"2,958",26
Germany,DEU,Bronze,2000,"2,024",26
Russia,RUS,Gold,1996,"1,900",26
Russia,RUS,Silver,2004,"2,341",26
Russia,RUS,Silver,2012,"2,823",26
USA,USA,Bronze,2004,"2,362",26
USA,USA,Gold,1912,232,26
China,CHN,Silver,2012,"2,706",27
Germany,DEU,Bronze,1996,"1,804",27
UK,GBR,Gold,2016,"2,991",27
USA,USA,Bronze,1920,279,27
USA,USA,Silver,1920,281,27
China,CHN,Bronze,2008,"2,458",28
China,CHN,Gold,2000,"2,013",28
Germany,DEU,Gold,1984,"1,401",28
France,FRA,Gold,1900,49,28
Russia,RUS,Bronze,2008,"2,575",28
Russia,RUS,Gold,2004,"2,340",28
Russia,RUS,Silver,2000,"2,122",28
USA,USA,Bronze,1924,350,28
USA,USA,Silver,1956,819,28
USA,USA,Silver,1964,"1,001",28
USA,USA,Silver,2012,"2,855",28
Germany,DEU,Silver,1984,"1,402",29
UK,GBR,Gold,2012,"2,742",29
Russia,RUS,Bronze,2000,"2,120",29
Russia,RUS,Silver,1952,719,29
USA,USA,Bronze,1976,"1,283",29
USA,USA,Bronze,2012,"2,853",29
USA,USA,Silver,1924,352,29
Germany,DEU,Bronze,1984,"1,400",30
USA,USA,Bronze,1984,"1,474",30
USA,USA,Bronze,1988,"1,583",30
USA,USA,Silver,1948,641,30
Germany,DEU,Silver,1992,"1,617",31
USA,USA,Bronze,2000,"2,145",31
USA,USA,Silver,1968,"1,097",31
China,CHN,Gold,2004,"2,238",32
Germany,DEU,Bronze,1936,509,32
Russia,RUS,Bronze,2012,"2,821",32
Russia,RUS,Gold,2000,"2,121",32
Russia,RUS,Silver,1956,808,32
Russia,RUS,Silver,1972,"1,182",32
USA,USA,Bronze,1932,490,32
USA,USA,Bronze,1964,999,32
USA,USA,Silver,1988,"1,585",32
USA,USA,Silver,1996,"1,927",32
Russia,RUS,Bronze,1968,"1,081",33
USA,USA,Bronze,1972,"1,193",33
USA,USA,Silver,1972,"1,195",33
Germany,DEU,Bronze,1992,"1,615",34
Germany,DEU,Silver,1936,511,34
France,FRA,Bronze,1900,48,34
Russia,RUS,Gold,1968,"1,082",34
Russia,RUS,Silver,1960,892,34
USA,USA,Gold,1956,818,34
USA,USA,Bronze,1968,"1,095",35
USA,USA,Bronze,2008,"2,604",35
Russia,RUS,Bronze,2004,"2,339",36
USA,USA,Gold,1972,"1,194",36
USA,USA,Gold,2000,"2,146",36
USA,USA,Gold,2004,"2,363",36
USA,USA,Gold,2008,"2,605",36
UK,GBR,Bronze,1908,164,37
Russia,RUS,Bronze,1992,"1,705",37
Russia,RUS,Silver,1964,984,37
Russia,RUS,Silver,1968,"1,083",37
USA,USA,Gold,1960,905,37
USA,USA,Gold,1964,"1,000",37
USA,USA,Gold,1976,"1,284",37
USA,USA,Silver,2016,"3,094",37
China,CHN,Gold,2012,"2,705",38
Germany,DEU,Silver,1972,"1,123",38
Russia,RUS,Bronze,1956,806,38
USA,USA,Bronze,2016,"3,092",38
USA,USA,Gold,1988,"1,584",38
USA,USA,Silver,1976,"1,285",38
USA,USA,Silver,1992,"1,719",38
Russia,RUS,Bronze,1964,982,39
USA,USA,Bronze,1992,"1,717",39
USA,USA,Silver,2004,"2,364",39
USA,USA,Silver,2008,"2,606",39
Germany,DEU,Gold,1972,"1,122",40
France,FRA,Silver,1900,50,40
Russia,RUS,Bronze,1960,890,40
Russia,RUS,Silver,1988,"1,571",40
USA,USA,Silver,1932,492,40
Germany,DEU,Gold,1936,510,41
Russia,RUS,Gold,1964,983,41
USA,USA,Gold,1920,280,41
USA,USA,Gold,1948,640,41
USA,USA,Gold,1992,"1,718",42
Germany,DEU,Gold,1992,"1,616",43
Russia,RUS,Bronze,1976,"1,272",43
Russia,RUS,Gold,1956,807,43
Russia,RUS,Silver,1992,"1,707",44
USA,USA,Gold,1952,730,44
USA,USA,Gold,1996,"1,926",44
Germany,DEU,Silver,1980,"1,309",46
USA,USA,Gold,1924,351,46
USA,USA,Gold,1968,"1,096",46
USA,USA,Gold,2012,"2,854",46
USA,USA,Gold,2016,"3,093",46
Germany,DEU,Bronze,1972,"1,121",47
Germany,DEU,Silver,1976,"1,219",47
Russia,RUS,Silver,1976,"1,274",47
UK,GBR,Silver,1908,166,50
Russia,RUS,Gold,1960,891,50
USA,USA,Gold,1932,491,50
China,CHN,Gold,2008,"2,459",51
Germany,DEU,Bronze,1976,"1,217",52
Germany,DEU,Bronze,1980,"1,307",52
Russia,RUS,Bronze,1980,"1,362",52
Germany,DEU,Bronze,1988,"1,507",53
Russia,RUS,Gold,1992,"1,706",54
Russia,RUS,Bronze,1988,"1,569",55
Germany,DEU,Gold,1980,"1,308",56
UK,GBR,Gold,1908,165,56
Russia,RUS,Gold,1972,"1,181",58
Germany,DEU,Gold,1976,"1,218",59
Germany,DEU,Gold,1988,"1,508",59
Russia,RUS,Gold,1976,"1,273",62
Germany,DEU,Silver,1988,"1,509",63
Russia,RUS,Gold,1988,"1,570",65
USA,USA,Silver,1984,"1,476",65
Russia,RUS,Silver,1980,"1,364",75
USA,USA,Bronze,1904,95,75
USA,USA,Gold,1904,96,76
USA,USA,Silver,1904,97,79
USA,USA,Gold,1984,"1,475",86
Russia,RUS,Gold,1980,"1,363",90
